bookID,Title,Authors,Average Rating,isbn,isbn13,Language Code,Number Pages,Ratings Count,Text Reviews Count,Publication Date,Publisher,Authors_Freq,Publisher_Freq,Cluster
24,In a Sunburned Country,Bill Bryson,4.07,0767903862,9780767903868,eng,335.0,72450.99999999997,4244.999999999999,2001-05-15,Broadway Books,21,49,0
25,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,3.9,076790382X,9780767903820,eng,304.0,49239.999999999956,2211.000000000002,2000-06-28,Broadway Books,21,49,0
26,The Lost Continent: Travels in Small Town America,Bill Bryson,3.83,0060920084,9780060920081,eng,299.0,45712.0,2256.999999999999,1990-08-28,William Morrow Paperbacks,21,58,0
27,Neither Here nor There: Travels in Europe,Bill Bryson,3.86,0380713802,9780380713806,eng,254.0,48700.999999999956,2238.0000000000005,1993-03-28,William Morrow Paperbacks,21,58,0
28,Notes from a Small Island,Bill Bryson,3.91,0380727501,9780380727506,eng,324.0,80609.00000000019,3301.0000000000014,1997-05-28,William Morrow Paperbacks,21,58,0
29,The Mother Tongue: English and How It Got That Way,Bill Bryson,3.93,0380715430,9780380715435,eng,270.0,28488.999999999938,2084.999999999998,1991-09-28,William Morrow Paperbacks,21,58,0
30,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,4.59,0345538374,9780345538376,eng,1727.999999999992,101232.99999999996,1550.0,2012-09-25,Ballantine Books,17,144,1
31,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,0618517650,9780618517657,eng,1184.0000000000014,1710.0,91.0,2004-10-21,Houghton Mifflin Harcourt,17,39,0
34,The Fellowship of the Ring (The Lord of the Rings  #1),J.R.R. Tolkien,4.36,0618346252,9780618346257,eng,398.0,2128944.000000011,13669.999999999969,2003-09-05,Houghton Mifflin Harcourt,17,39,0
35,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien/Alan  Lee,4.5,0618260587,9780618260584,en-US,1215.9999999999995,1617.9999999999995,140.0,2002-10-01,Houghton Mifflin Harcourt,2,39,0
36,The Lord of the Rings: Weapons and Warfare,Chris   Smith/Christopher  Lee/Richard Taylor,4.53,0618391002,9780618391004,eng,218.0,19822.0,46.0,2003-11-05,Houghton Mifflin Harcourt,1,39,0
37,The Lord of the Rings: Complete Visual Companion,Jude Fisher,4.5,0618510826,9780618510825,eng,224.0,359.0,6.0,2004-11-15,Houghton Mifflin Harcourt,3,39,0
45,Agile Web Development with Rails: A Pragmatic Guide,Dave Thomas/David Heinemeier Hansson/Leon Breedt/Mike Clark/Thomas  Fuchs/Andreas  Schwarz,3.84,097669400X,9780976694007,eng,557.9999999999998,1429.9999999999998,59.0,2005-07-28,Pragmatic Bookshelf,1,4,0
50,Hatchet (Brian's Saga  #1),Gary Paulsen,3.72,0689840926,9780689840920,eng,208.0,270244.0000000008,12017.000000000044,2000-04-01,Atheneum Books for Young Readers: Richard Jackson Books,6,1,0
51,"Hatchet: A Guide for Using ""Hatchet"" in the Classroom",Donna Ickes/Edward Sciranko/Keith Vasconcelles,4.0,1557344493,9781557344496,eng,48.00000000000003,36.0,2.0,1994-08-28,Teacher Created Resources,1,2,0
53,Guts: The True Stories behind Hatchet and the Brian Books,Gary Paulsen,3.88,0385326505,9780385326506,eng,144.0,2067.0,334.0,2001-01-23,Delacorte Press,6,18,0
54,Molly Hatchet - 5 of the Best,Molly Hatchet,4.33,1575606240,9781575606248,eng,56.0,6.0,0.0,2003-06-10,Cherry Lane Music Company,1,1,0
55,Hatchet Jobs: Writings on Contemporary Fiction,Dale Peck,3.45,1595580271,9781595580276,en-US,228.0,99.0,15.999999999999996,2005-11-01,The New Press,3,12,0
57,A Changeling for All Seasons (Changeling Seasons #1),Angela Knight/Sahara Kelly/Judy Mays/Marteeka Karland/Kate Douglas/Shelby Morgen/Lacey Savage/Kate Hill/Willa Okati,3.76,1595962808,9781595962805,eng,304.0,167.0,4.0,2005-11-01,Changeling Press,1,1,0
58,Changeling (Changeling  #1),Delia Sherman,3.6,0670059676,9780670059676,eng,256.0,978.0000000000002,111.0,2006-08-17,Viking Juvenile,2,2,0
59,The Changeling Sea,Patricia A. McKillip,4.06,0141312629,9780141312620,eng,137.0,4454.000000000001,302.0,2003-04-14,Firebird,6,16,0
61,The Changeling,Zilpha Keatley Snyder,4.17,0595321801,9780595321803,eng,228.0,1175.9999999999998,96.0,2004-06-08,iUniverse,3,3,0
63,The Changeling,Kate Horsley,3.55,1590301943,9781590301944,eng,339.0,301.00000000000006,43.0,2005-04-12,Shambhala,2,14,0
66,The Changeling (Daughters of England  #15),Philippa Carr,3.98,0449146979,9780449146972,eng,369.0,345.0,12.0,1990-08-28,Ivy Books,1,8,0
67,The Known World,Edward P. Jones,3.83,0061159174,9780061159176,eng,388.0,29686.00000000002,2625.9999999999986,2006-08-29,Amistad,5,10,0
68,The Known World,Edward P. Jones/Kevin R. Free,3.83,006076273X,9780060762735,en-US,13.999999999999943,55.000000000000114,12.0,2004-06-15,HarperAudio,1,8,0
69,The Known World,Edward P. Jones,3.83,0060749911,9780060749910,eng,576.0,22.0,3.0,2004-06-15,Harper,5,40,0
71,Traders  Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives,Satyajit Das,3.83,0273704745,9780273704744,eng,334.0,1456.0000000000005,82.0,2006-05-15,FT Press,1,1,0
72,Artesia: Adventures in the Known World,Mark Smylie,4.13,1932386106,9781932386103,eng,352.0,52.0,4.0,2005-12-14,Archaia,2,2,0
74,The John McPhee Reader (John McPhee Reader  #1),John McPhee/William Howarth,4.42,0374517193,9780374517199,eng,416.0,562.0,37.0,1982-06-01,Farrar  Straus and Giroux,1,41,0
75,Uncommon Carriers,John McPhee,3.95,0374280398,9780374280390,en-US,248.0,1630.0,203.0,2006-05-16,Farrar Straus Giroux,11,10,0
76,Heirs of General Practice,John McPhee,4.17,0374519749,9780374519742,eng,128.0,268.00000000000006,22.0,1986-04-01,Farrar  Straus and Giroux,11,41,0
77,The Control of Nature,John McPhee,4.24,0374522596,9780374522599,en-US,288.0,3497.9999999999995,304.9999999999999,1990-09-01,Farrar  Straus and Giroux,11,41,0
78,Annals of the Former World,John McPhee,4.34,0374518734,9780374518738,eng,720.0,3115.0000000000005,228.0,1999-01-06,Farrar  Straus and Giroux,11,41,0
79,Coming Into the Country,John McPhee,4.22,0374522871,9780374522872,eng,448.0,5704.000000000003,261.0000000000001,1991-04-01,Farrar  Straus and Giroux,11,41,0
80,La Place de la Concorde Suisse,John McPhee,3.92,0374519323,9780374519322,fre,160.0,698.0,52.0,1994-04-01,Farrar  Straus and Giroux,11,41,0
81,Giving Good Weight,John McPhee,4.23,0374516006,9780374516000,eng,288.0,542.0,36.0,1994-04-01,Farrar  Straus and Giroux,11,41,0
83,Rising from the Plains,John McPhee,4.23,0374520658,9780374520656,eng,208.0,1341.0,98.0,1987-11-01,Farrar  Straus and Giroux,11,41,0
85,The Heidi Chronicles,Wendy Wasserstein,3.75,0822205106,9780822205104,eng,80.99999999999994,1423.0,70.0,2002-03-01,Dramatists Play Service,2,7,0
86,The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,3.84,0679734996,9780679734994,eng,249.0,2766.000000000002,64.0,1991-07-02,Vintage,2,318,2
89,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,Heidi Hayes Jacobs,3.94,1596670231,9781596670235,eng,138.00000000000017,31.0,1.0,2006-03-29,Routledge,3,33,0
90,Simply Beautiful Beaded Jewelry,Heidi Boyd,3.77,1581807740,9781581807745,en-US,128.0,62.0,4.0,2006-03-14,North Light Books,2,2,0
91,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,Heidi Baker/Rolland Baker,4.46,0800793617,9780800793616,eng,192.0,859.9999999999998,53.0,2003-09-01,Chosen Books,1,2,0
92,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,Heidi Hayes Jacobs,3.68,0871202867,9780871202864,en-US,107.99999999999977,76.99999999999989,2.0,1997-01-28,Association for Supervision & Curriculum Development,3,2,0
93,Heidi (Heidi  #1-2),Johanna Spyri/Beverly Cleary/Angelo  Rinaldi,3.99,0753454947,9780753454947,eng,352.0,153317.00000000035,2256.999999999999,2002-11-15,Kingfisher,1,6,0
94,Getting Results with Curriculum Mapping,Heidi Hayes Jacobs,3.25,0871209993,9780871209993,eng,192.0,55.000000000000114,5.0,2004-11-15,ASCD,3,1,0
96,There's Always Enough: The Miraculous Move of God in Mozambique,Rolland Baker/Heidi Baker,4.46,1852402873,9781852402877,eng,192.0,34.0,6.0,2003-04-28,Sovereign World,1,1,0
98,What to Expect the First Year (What to Expect),Heidi Murkoff/Sharon Mazel/Arlene Eisenberg/Sandee Hathaway/Mark D. Widome,3.89,0761129588,9780761129585,eng,832.0,11796.999999999989,659.0000000000003,2003-10-16,Workman Publishing Company,1,7,0
99,The Player's Handbook: The Ultimate Guide on Dating and Relationships,Heidi Fleiss/Libby Keatinge,3.82,0972016414,9780972016414,eng,122.99999999999991,34.0,8.0,2004-05-10,One Hour Entertainment,1,1,0
100,Simply Beautiful Beading: 53 Quick and Easy Projects,Heidi Boyd,3.78,1581805632,9781581805635,en-US,128.0,78.0,4.0,2004-08-19,North Light Books,2,2,0
103,God Emperor of Dune (Dune Chronicles  #4),Frank Herbert,3.84,0441294677,9780441294671,eng,423.0000000000001,2785.0,165.99999999999997,1987-06-15,Ace Books,10,24,0
105,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,3.91,0441102670,9780441102679,eng,436.0,38778.0000000001,568.0,1987-07-01,Ace Books,10,24,0
106,Dune Messiah (Dune Chronicles #2),Frank Herbert,3.88,0441172695,9780441172696,eng,331.0,97493.99999999999,2359.0000000000005,1987-07-15,Ace Books,10,24,0
107,Dreamer of Dune: The Biography of Frank Herbert,Brian Herbert,4.01,0765306476,9780765306470,en-US,592.0,784.0000000000003,21.0,2004-07-01,Tor Books,1,76,1
109,Heretics of Dune (Dune Chronicles  #5),Frank Herbert,3.86,0399128980,9780399128981,eng,480.0,272.0,20.0,1984-04-16,Putnam,10,3,0
110,The Road to Dune,Frank Herbert/Brian Herbert/Kevin J. Anderson,3.88,0765353709,9780765353702,eng,426.0000000000002,4789.000000000002,83.0,2006-08-29,Tor Science Fiction,1,4,0
117,Heretics of Dune (Dune Chronicles #5),Frank Herbert,3.86,0441328008,9780441328000,eng,471.0000000000003,45388.00000000004,643.9999999999997,1987-08-15,Ace Books,10,24,0
119,The Lord of the Rings: The Art of the Fellowship of the Ring,Gary Russell,4.59,0618212906,9780618212903,eng,192.0,26153.000000000007,102.0,2002-06-12,Houghton Mifflin Harcourt,2,39,0
122,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,034541005X,9780345410054,eng,544.0,69167.00000000004,4550.99999999999,1996-09-29,Ballantine Books,5,144,1
123,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,0385732546,9780385732543,eng,291.0,45.0,13.0,2005-09-13,Delacorte Books for Young Readers,5,5,0
129,The Power of One: One Person  One Rule  One Month,John C. Maxwell/Stephen R. Graves/Thomas G. Addington,4.28,0785260056,9780785260059,en-US,256.0,16.0,1.0,2004-11-01,Thomas Nelson,1,21,0
130,Power of an Hour: Business and Life Mastery in One Hour a Week,Dave Lakhani,3.34,0471780936,9780471780939,eng,205.0,174.0,15.999999999999996,2006-05-19,Wiley,1,22,0
131,The Power of One: The Solo Play for Playwrights  Actors  and Directors,Louis E. Catron,3.67,0325001537,9780325001531,eng,240.0,10.000000000000114,0.0,2000-02-07,Heinemann Drama,1,1,0
132,How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,Adam Ginsberg,3.48,006076287X,9780060762872,eng,336.0,76.0,9.0,2005-05-03,William Morrow Paperbacks,1,58,0
133,eBay for Dummies,Marsha Collier,3.5,0470045299,9780470045299,eng,386.0,111.0,9.0,2006-10-30,Wiley,4,22,0
135,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta/Lisa Suttora,3.62,0072262788,9780072262780,eng,260.0,24.0,0.0,2006-01-24,McGraw-Hill,1,3,0
137,Starting an eBay Business for Dummies,Marsha Collier,3.55,0764569244,9780764569241,eng,384.0,55.000000000000114,4.0,2004-09-17,Wiley,4,22,0
138,eBay: Top 100 Simplified Tips & Tricks,Julia Wilkinson,4.27,0471933821,9780471933823,eng,260.0,9.0,0.0,2006-06-06,Wiley,1,22,0
139,ebay Timesaving Techniques for Dummies,Marsha Collier,3.3899999999999997,0764559915,9780764559914,en-US,391.0,22.0,1.0,2004-05-31,Wiley,4,22,0
140,eBay Business All-in-One Desk Reference for Dummies,Marsha Collier,3.89,0764584383,9780764584381,en-US,863.9999999999998,17.0,3.0,2005-04-25,Wiley,4,22,0
141,Ruby Cookbook,Lucas Carlson/Leonard Richardson,3.84,0596523696,9780596523695,eng,873.0000000000006,166.0,4.0,2006-07-29,O'Reilly Media,1,10,0
142,Ruby Ann's Down Home Trailer Park Cookbook,Ruby Ann Boxcar,4.12,0806523492,9780806523491,eng,240.0,49.999999999999886,5.0,2005-05-03,Citadel,2,13,0
144,Ruby Ann's Down Home Trailer Park BBQin' Cookbook,Ruby Ann Boxcar,4.08,0806525363,9780806525365,eng,206.0,13.0,2.0,2005-05-03,Citadel,2,13,0
147,Rails Cookbook: Recipes for Rapid Web Development with Ruby,Rob Orsini,3.48,0596527314,9780596527310,eng,514.0,64.00000000000011,1.0,2007-01-01,O'Reilly Media,1,10,0
151,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,0143035002,9780143035008,eng,837.9999999999998,16643.0,1850.9999999999993,2004-05-31,Penguin Classics,3,184,1
152,Anna Karenina,Leo Tolstoy/David Magarshack/Priscilla Meyer,4.05,0451528611,9780451528612,eng,960.0000000000007,109419.99999999996,5696.000000000005,2002-11-05,Signet,1,66,1
153,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,4.05,0140449175,9780140449174,eng,837.0000000000003,2903.9999999999986,309.0,2003-01-30,Penguin Books,1,261,2
154,CliffsNotes on Tolstoy's Anna Karenina,Marianne Sturman/Leo Tolstoy,3.85,0822001837,9780822001836,eng,80.0,16.0,3.0,1965-11-26,Cliffs Notes,1,39,0
155,Anna Karenina,Leo Tolstoy/Amy Mandelker/Constance Garnett,4.05,1593080271,9781593080273,eng,802.9999999999998,9563.999999999987,726.0000000000005,2003-07-01,Barnes & Noble Classics,1,4,0
156,Anna Karenina,Leo Tolstoy/Louise Maude/Aylmer Maude,4.05,0486437965,9780486437965,eng,752.0000000000003,473.99999999999994,72.0,2004-11-23,Dover Publications,2,85,1
157,Anna Karenina,Leo Tolstoy/Constance Garnett/Amy Mandelker,4.05,1593081774,9781593081775,eng,802.9999999999998,303.0,48.0,2004-08-26,Barnes & Noble,1,6,0
159,Dinner with Anna Karenina,Gloria Goldreich,2.9900000000000007,0778322270,9780778322276,eng,360.0,411.00000000000006,65.0,2006-01-28,Mira Books,2,11,0
160,Tolstoy: Anna Karenina,Anthony Thorlby,4.19,0521313252,9780521313254,eng,128.0,1204.0000000000005,33.0,1987-11-26,Cambridge University Press,2,66,1
162,Untouchable,Mulk Raj Anand/E.M. Forster,3.71,0140183957,9780140183955,eng,160.0,3428.9999999999995,279.0,1990-07-03,Penguin Books,1,261,2
163,The Untouchable,John Banville,3.95,0679767479,9780679767473,eng,367.0,2163.0,216.0,1998-06-30,Vintage,8,318,2
164,The Untouchables,Eliot Ness/Oscar Fraley,3.89,1568491980,9781568491981,eng,256.0,613.0000000000001,31.0,1996-02-01,Buccaneer Books,1,3,0
165,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,3.82,0743270797,9780743270793,en-US,320.0,308.0,40.0,2005-09-27,Scribner,1,73,1
166,Dalit: The Black Untaouchables of India,V.T. Rajshekar/Y.N. Kly,4.2,0932863051,9780932863058,eng,100.00000000000006,10.000000000000114,0.0,1995-01-28,Clarity Press,1,1,0
168,Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon/Gail Omvedt/Eleanor Zelliot,3.65,0742508803,9780742508804,eng,224.0,16.0,4.0,2000-12-20,Rowman & Littlefield Publishers,1,4,0
171,The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,3.4,0205358624,9780205358625,eng,216.0,10.000000000000114,0.0,2003-09-22,Pearson,1,14,0
177,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello/Patty Carratello/Theresa Wright,4.0,1557344035,9781557344038,eng,48.00000000000003,17.0,0.0,1991-09-28,Teacher Created Resources,1,2,0
180,Wrinkles in Time,George Smoot/Keay Davidson,4.01,0380720442,9780380720446,eng,360.0,1035.0000000000005,23.0,1994-10-01,Harper Perennial,1,112,1
181,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4.0,0821925326,9780821925324,eng,250.0,36.0,6.0,2002-05-01,EMC/Paradigm Publishing,7,1,0
182,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,3.6,043927169X,9780439271691,eng,32.0,15.0,0.0,2002-01-01,Teaching Resources,2,4,0
201,Una arruga en el tiempo – A Wrinkle in Time,Madeleine L'Engle,4.0,0606105263,9780606105262,spa,205.0,6.0,1.0,1984-06-01,Turtleback Books,7,26,0
204,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,4.12,0751506435,9780751506433,eng,367.0,376.0,17.0,1994-06-01,Little  Brown Book Group,9,13,0
205,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,4.11,006078671X,9780060786717,eng,352.0,3085.999999999998,237.0000000000001,2006-01-03,William Morrow,9,28,0
207,Long Way Round: Chasing Shadows Across the World,Ewan McGregor/Charley Boorman/Robert Uhlig,3.94,0743499344,9780743499347,en-US,320.0,352.0,44.0,2005-11-01,Atria Books,1,24,0
208,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,3.6,0765313405,9780765313409,eng,331.0,9851.999999999998,633.0000000000001,2006-03-07,Tor Books,1,76,1
213,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,3.9,1400032490,9781400032495,eng,244.0,821.0000000000001,78.0,2004-08-10,Vintage Crime/Black Lizard,1,15,0
214,Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,4.05,1400032482,9781400032488,eng,215.0,731.0000000000001,72.0,2005-03-08,Vintage Crime/Black Lizard,1,15,0
216,Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,3.94,1400032466,9781400032464,eng,191.0,2897.0,178.0,2004-08-10,Vintage Crime/Black Lizard,1,15,0
230,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,3.89,0679732527,9780679732525,eng,144.0,98.0,11.0,1990-10-03,Vintage,2,318,2
231,I am Charlotte Simmons,Tom Wolfe,3.42,0312424442,9780312424442,eng,738.0,20888.000000000073,1687.9999999999995,2005-08-30,Picador USA,4,28,0
237,Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,3.91,0806930772,9780806930770,eng,48.00000000000003,66.0,19.0,2001-10-01,Sterling,1,15,0
244,The Puffin Book of Nonsense Verse,Quentin Blake,4.02,0140366601,9780140366600,eng,287.0,81.0,6.0,1996-10-03,Puffin,2,21,0
245,Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,0811201120,9780811201124,eng,216.99999999999994,981.0000000000005,52.0,1964-02-01,New Directions Publishing,1,1,0
247,Quiet Days in Clichy,Henry Miller,3.69,080213016X,9780802130167,eng,154.00000000000006,3381.0000000000014,141.0,1994-01-13,Grove Press,6,39,0
249,Tropic of Cancer,Henry Miller/Jiří Níl,3.68,0802131786,9780802131782,eng,318.0,53205.99999999996,2376.0000000000036,1994-01-06,Grove Press,1,39,0
250,Tropic of Capricorn,Henry Miller,3.78,0802151825,9780802151827,eng,348.0,14872.0,459.0,1994-01-13,Grove Press,6,39,0
251,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,0802151787,9780802151780,eng,316.0000000000001,3260.9999999999995,58.0,1994-01-13,Grove Press,6,39,0
252,Sexus (The Rosy Crucifixion  #1),Henry Miller,3.98,0802151809,9780802151803,eng,505.99999999999966,7804.999999999997,250.99999999999991,1994-01-12,Grove Press,6,39,0
253,The Air-Conditioned Nightmare,Henry Miller,3.83,0811201066,9780811201063,eng,292.0,2699.0,142.0,1970-01-17,New Directions,6,21,0
264,The Portrait of a Lady,Henry James/Patricia Crick,3.78,0141439637,9780141439631,eng,797.0000000000002,61639.99999999996,1951.000000000002,2003-09-30,Penguin Classics,1,184,1
269,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,3.78,1593080964,9781593080969,eng,635.0000000000005,392.0,41.0,2004-01-16,Barnes  Noble Classics,1,32,0
277,Writing,Marguerite Duras,3.75,1571290532,9781571290533,eng,90.9999999999998,778.0000000000002,44.0,1999-05-06,Brookline Books,4,1,0
278,The War,Marguerite Duras/Barbara Bray,3.85,1565842219,9781565842212,eng,192.0,963.0000000000005,65.0,1994-08-01,The New Press,3,12,0
280,The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,3.66,0394743040,9780394743042,en-US,181.0,2056.999999999999,128.0,1986-03-12,Pantheon,1,14,0
285,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,1851681825,9781851681822,eng,178.00000000000003,202.9999999999999,8.0,1999-07-01,One World (UK),1,2,0
288,Kahlil Gibran: His Life and World,Jean Gibran/جبران خليل جبران/Kahlil Gibran,4.21,156656249X,9781566562492,eng,464.0,35.0,2.0,1998-04-01,Interlink Publishing Group,1,1,0
289,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,4.19,014019553X,9780140195538,eng,102.00000000000026,328.00000000000006,15.999999999999996,1998-01-01,Penguin Books,1,261,2
290,Jesus the Son of Man,Kahlil Gibran/جبران خليل جبران,3.98,0394431243,9780394431246,eng,216.0,1307.9999999999995,82.0,1995-02-21,Knopf,2,13,0
291,The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,3.92,0806501901,9780806501901,eng,132.0,6432.000000000001,517.0000000000001,2003-03-03,Citadel,1,13,0
292,Sand and Foam,Kahlil Gibran/جبران خليل جبران,4.08,067943920X,9780679439202,eng,100.00000000000006,3015.0,217.0,2011-06-14,Knopf,2,13,0
295,Treasure Island,Robert Louis Stevenson,3.83,0753453800,9780753453803,eng,311.0,318752.9999999981,6734.000000000014,2001-09-15,Kingfisher,2,6,0
296,Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,1402714572,9781402714573,en-US,213.0,420.00000000000006,42.0,2004-10-01,Sterling Children's Books,1,1,0
297,Treasure Island,Robert Louis Stevenson,3.83,1416500294,9781416500292,eng,245.0,5966.999999999999,276.0,2005-06-01,Simon & Schuster,2,44,0
298,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,0689854684,9780689854682,eng,64.0,103.99999999999989,14.0,2003-07-01,Atheneum Books for Young Readers,1,7,0
299,Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,0517221144,9780517221143,en-US,272.0,56.0,4.0,2002-09-03,Gramercy Books,1,13,0
302,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,1577658051,9781577658054,eng,232.0,90.99999999999989,15.999999999999996,2006-01-31,Abdo Publishing Company,1,3,0
313,100 Years of Lynchings,Ralph Ginzburg,4.61,0933121180,9780933121188,eng,270.0,88.0,4.0,1996-11-22,Black Classic Press,1,3,0
324,Cien años de soledad,Gabriel García Márquez,4.07,0785950109,9780785950103,spa,448.0,63.0,7.0,1990-01-01,French & European,20,1,0
330,On Beyond Zebra!,Dr. Seuss,4.04,0394800842,9780394800844,eng,64.0,2815.0000000000005,164.0,1955-09-12,Random House Books for Young Readers,16,38,0
332,The Wedding Clause,Debbie Raleigh,3.6,0821778250,9780821778258,eng,256.0,94.99999999999989,13.0,2005-06-07,Zebra,1,10,0
333,The Zebra Wall,Kevin Henkes,3.44,0060733039,9780060733032,eng,147.0,217.0,24.0,2005-02-15,Greenwillow Books,4,16,0
